Rang,Etablissement,Commune,Note,Filière,Texte
43,Jeanne d'Albret,Saint-Germain-en-Laye,"10,5",Lettres,"Cet établissement public a présenté 36 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 1
	- Skema : 1
	- Neoma : 1
	- Kedge : 2
	- Rennes SB : 1"
43,Madame de Staël,Montluçon,"10,5",Lettres,"Cet établissement public a présenté 19 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Audencia : 1
	- Neoma : 2"
43,Michelet,Vanves,"10,5",Lettres,"Cet établissement public a présenté 40 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Audencia : 2
	- Neoma : 3
	- Grenoble EM : 1
	- Montpellier BS : 2"
47,Carnot,Dijon,"10,4",Lettres,"Cet établissement public a présenté 74 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- TBS Education : 1
	- Burgundy SB : 1"
47,Champollion,Grenoble,"10,4",Lettres,"Cet établissement public a présenté 78 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESM Saint-Cyr : 1
	- Skema : 1
	- Audencia : 1
	- Grenoble EM : 4
	- Kedge : 1
	- Montpellier BS : 1"
47,Paul Cézanne,Aix-en-Provence,"10,4",Lettres,"Cet établissement public a présenté 32 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Audencia : 2
	- Neoma : 1
	- Kedge : 1"
50,Montesquieu,Le Mans,"10,3",Lettres,"Cet établissement public a présenté 11 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 1"
51,Alphonse Daudet,Nîmes,"10,2",Lettres,"Cet établissement public a présenté 27 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Kedge : 2"
51,Camille Guérin,Poitiers,"10,2",Lettres,"Cet établissement public a présenté 34 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 2
	- Rennes SB : 2
	- Inseec : 1"
51,Ernest Renan,Saint-Brieuc,"10,2",Lettres,"Cet établissement public a présenté 38 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESM Saint-Cyr : 1"
51,Felix Eboué,Cayenne,"10,2",Lettres,"Cet établissement public a présenté 17 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Kedge : 1
	- Montpellier BS : 1"
51,Gay-Lussac,Limoges,"10,2",Lettres,"Cet établissement public a présenté 36 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 2"
51,Gustave Monod,Enghien-les-Bains,"10,2",Lettres,"Cet établissement public a présenté 30 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 2
	- EM Strasbourg : 1"
51,La Perverie Sacré-Coeur,Nantes,"10,2",Lettres,"Cet établissement privé a présenté 19 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Audencia : 1"
51,Louis Thuillier,Amiens,"10,2",Lettres,"Cet établissement public a présenté 27 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 2
	- Burgundy SB : 1"
59,Auguste Blanqui,Saint-Ouen,"10,1",Lettres,"Cet établissement public a présenté 29 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Grenoble EM : 1"
59,Claude Monet,Paris 13e,"10,1",Lettres,"Cet établissement public a présenté 53 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 1"
59,Guez de Balzac,Angoulême,"10,1",Lettres,"Cet établissement public a présenté 27 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Kedge : 1"
59,Jean-Pierre Vernant,Sèvres,"10,1",Lettres,"Cet établissement public a présenté 31 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 13,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Grenoble EM : 1"
59,Jules Ferry,Paris 9e,"10,1",Lettres,"Cet établissement public a présenté 90 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 1
	- Audencia : 1
	- Kedge : 1
	- TBS Education : 1
	- Rennes SB : 1"
59,La Pérouse - Kerichen,Brest,"10,1",Lettres,"Cet établissement public a présenté 78 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Audencia : 1
	- Grenoble EM : 1
	- Rennes SB : 1"
59,Léon Blum,Créteil,"10,1",Lettres,"Cet établissement public a présenté 35 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 1"
59,Montaigne,Bordeaux,"10,1",Lettres,"Cet établissement public a présenté 69 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 16,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 2"
59,Paul Valéry,Paris 12e,"10,1",Lettres,"Cet établissement public a présenté 27 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Audencia : 1"
68,Albert Châtelet,Douai,10,Lettres,"Cet établissement public a présenté 31 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,6 sur 20."
68,Albert Schweitzer,Le Raincy,10,Lettres,"Cet établissement public a présenté 21 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- TBS Education : 2
	- Inseec : 1"
68,Bellevue,Fort-de-France,10,Lettres,"Cet établissement public a présenté 23 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Montpellier BS : 1
	- ICN : 1"
68,Berthollet,Annecy,10,Lettres,Cet établissement public a présenté 29 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15 sur 20.
68,Bertran de Born,Périgueux,10,Lettres,"Cet établissement public a présenté 34 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 13,8 sur 20."
68,Carnot,Cannes,10,Lettres,"Cet établissement public a présenté 15 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,8 sur 20."
68,Dumont d'Urville,Toulon,10,Lettres,"Cet établissement public a présenté 53 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- TBS Education : 1"
68,Gabriel Guist'Hau,Nantes,10,Lettres,"Cet établissement public a présenté 53 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 16,2 sur 20."
68,Gerville Réache,Basse-Terre,10,Lettres,"Cet établissement public a présenté 19 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- TBS Education : 1"
68,Giocante de Casabianca,Bastia,10,Lettres,"Cet établissement public a présenté 21 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,5 sur 20."
68,Henri Martin,Saint-Quentin,10,Lettres,"Cet établissement public a présenté 28 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,3 sur 20."
68,Honoré de Balzac,Paris 17e,10,Lettres,"Cet établissement public a présenté 56 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 13,8 sur 20."
68,Hélène Boucher,Paris 20e,10,Lettres,Cet établissement public a présenté 40 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15 sur 20.
68,Jean François Millet,Cherbourg-en-Cotentin,10,Lettres,"Cet établissement public a présenté 12 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Rennes SB : 1"
68,Jean Jaurès,Montreuil,10,Lettres,"Cet établissement public a présenté 36 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 13,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Montpellier BS : 1
	- ICN : 1"
68,Jean Vilar,Meaux,10,Lettres,"Cet établissement public a présenté 10 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Rennes SB : 1"
68,Jean-Baptiste Corot,Savigny-sur-Orge,10,Lettres,"Cet établissement public a présenté 23 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- TBS Education : 1"
68,Joliot-Curie,Nanterre,10,Lettres,"Cet établissement public a présenté 19 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,7 sur 20."
68,Leconte de Lisle,Saint-Denis,10,Lettres,"Cet établissement public a présenté 33 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Inseec : 1"
68,Louis Barthou,Pau,10,Lettres,"Cet établissement public a présenté 26 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,9 sur 20."
68,Malherbe,Caen,10,Lettres,"Cet établissement public a présenté 71 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 1"
68,Mariette,Boulogne-sur-Mer,10,Lettres,"Cet établissement public a présenté 23 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,7 sur 20."
68,Notre-Dame de la Paix,Lille,10,Lettres,"Cet établissement privé a présenté 24 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,1 sur 20."
68,Pierre d'Ailly,Compiègne,10,Lettres,"Cet établissement public a présenté 17 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,7 sur 20."
68,Saint-Exupéry,Mantes-la-Jolie,10,Lettres,"Cet établissement public a présenté 16 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ICN : 1"
68,Thiers,Marseille 1er,10,Lettres,"Cet établissement public a présenté 29 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,9 sur 20."
68,Watteau,Valenciennes,10,Lettres,"Cet établissement public a présenté 16 candidats en Lettres en 2023. Leur moyenne au bac est estimée à 15,7 sur 20."
1,Henri IV,Paris 5e,20,LSS (ou B/L),"Cet établissement public a présenté 48 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 19,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 11
	- ENS de Lyon : 3
	- ENS Paris-Saclay : 4
	- Ensae : 3
	- HEC : 12
	- Essec : 3
	- ESCP : 3
	- Edhec : 3
	- EM Lyon : 1
	- Audencia : 1
	- Neoma : 1"
2,Janson de Sailly,Paris 16e,"18,8",LSS (ou B/L),"Cet établissement public a présenté 48 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 18,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 8
	- ENS de Lyon : 3
	- ENS Paris-Saclay : 9
	- Ensae : 4
	- HEC : 4
	- Essec : 1
	- ESCP : 2
	- EM Lyon : 2"
3,Le Parc,Lyon 6e,"12,6",LSS (ou B/L),"Cet établissement public a présenté 49 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 17,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 2
	- ENS de Lyon : 1
	- ENS Paris-Saclay : 3
	- Ensae : 1
	- HEC : 1
	- Essec : 1
	- ESCP : 1"
4,Les Chartreux,Lyon 1er,"12,3",LSS (ou B/L),"Cet établissement privé a présenté 29 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 3
	- HEC : 1
	- Essec : 1
	- ESCP : 1
	- Edhec : 3
	- EM Lyon : 1
	- Skema : 7
	- Neoma : 3"
5,Notre-Dame Saint-Sigisbert,Nancy,"11,9",LSS (ou B/L),"Cet établissement privé a présenté 13 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Audencia : 1
	- Neoma : 2
	- Kedge : 1
	- Rennes SB : 1
	- Burgundy SB : 1
	- ICN : 1"
6,Sainte-Marie,Neuilly-sur-Seine,"11,7",LSS (ou B/L),"Cet établissement privé a présenté 40 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 1
	- Essec : 3
	- ESCP : 4
	- EM Lyon : 5
	- Audencia : 2
	- Neoma : 3"
7,Gabriel Guist'Hau,Nantes,"11,6",LSS (ou B/L),"Cet établissement public a présenté 44 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- ENS de Lyon : 2
	- Ensae : 2
	- Audencia : 2
	- Kedge : 2"
7,Stanislas,Paris 6e,"11,6",LSS (ou B/L),"Cet établissement privé a présenté 41 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ensae : 1
	- Essec : 1
	- Edhec : 2
	- EM Lyon : 5
	- Skema : 3
	- Neoma : 3
	- Grenoble EM : 1
	- Kedge : 1"
9,Lakanal,Sceaux,"11,5",LSS (ou B/L),"Cet établissement public a présenté 45 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 17,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 2
	- ENS Paris-Saclay : 1
	- Edhec : 1
	- EM Lyon : 1
	- Skema : 1
	- Audencia : 2
	- Neoma : 1"
10,Saint-Marc,Lyon 2e,"11,3",LSS (ou B/L),"Cet établissement privé a présenté 31 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 2
	- Edhec : 1
	- EM Lyon : 1
	- Skema : 3
	- Audencia : 5
	- Neoma : 3
	- Grenoble EM : 1
	- Kedge : 1
	- TBS Education : 1"
11,Montaigne,Bordeaux,"10,7",LSS (ou B/L),"Cet établissement public a présenté 44 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 4
	- ESCP : 1
	- Edhec : 1
	- Neoma : 1
	- TBS Education : 1"
11,Saint-Sernin,Toulouse,"10,7",LSS (ou B/L),"Cet établissement public a présenté 38 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Edhec : 1
	- Neoma : 2
	- Kedge : 1"
13,Carnot,Dijon,"10,6",LSS (ou B/L),"Cet établissement public a présenté 34 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Skema : 1
	- TBS Education : 2"
13,Thiers,Marseille 1er,"10,6",LSS (ou B/L),"Cet établissement public a présenté 42 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ensae : 1
	- Edhec : 1"
15,Blanche de Castille,Nantes,"10,3",LSS (ou B/L),"Cet établissement privé a présenté 20 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Audencia : 1
	- Neoma : 1
	- Grenoble EM : 1"
15,Claude Monet,Le Havre,"10,3",LSS (ou B/L),"Cet établissement public a présenté 13 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 1
	- Audencia : 1"
15,Stanislas,Cannes,"10,3",LSS (ou B/L),"Cet établissement privé a présenté 26 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 15,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 1
	- Neoma : 1
	- Kedge : 2"
18,Notre-Dame de la Paix,Lille,"10,2",LSS (ou B/L),"Cet établissement privé a présenté 21 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 1
	- Neoma : 1
	- Kedge : 1"
18,Pothier,Orléans,"10,2",LSS (ou B/L),"Cet établissement public a présenté 40 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 1
	- Grenoble EM : 1"
18,Saint-Just,Lyon 5e,"10,2",LSS (ou B/L),"Cet établissement public a présenté 26 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 1
	- Audencia : 1
	- Neoma : 1"
21,Albert Châtelet,Douai,"10,1",LSS (ou B/L),"Cet établissement public a présenté 34 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 1
	- Grenoble EM : 1"
21,Alphonse Daudet,Nîmes,"10,1",LSS (ou B/L),"Cet établissement public a présenté 27 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 15,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 1"
21,Ambroise Brugière,Clermont-Ferrand,"10,1",LSS (ou B/L),"Cet établissement public a présenté 14 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 14,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 1
	- Montpellier BS : 1"
21,Bellepierre,Saint-Denis,"10,1",LSS (ou B/L),"Cet établissement public a présenté 12 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Kedge : 1
	- Montpellier BS : 1"
21,Faidherbe,Lille,"10,1",LSS (ou B/L),"Cet établissement public a présenté 37 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 17,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 1
	- Rennes SB : 2"
21,Henri IV,Béziers,"10,1",LSS (ou B/L),"Cet établissement public a présenté 35 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Skema : 2
	- Neoma : 1
	- TBS Education : 2
	- Rennes SB : 1
	- Montpellier BS : 2"
21,Saint-François-Xavier,Vannes,"10,1",LSS (ou B/L),"Cet établissement privé a présenté 15 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Neoma : 1"
28,Fustel de Coulanges,Strasbourg,10,LSS (ou B/L),"Cet établissement public a présenté 41 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 16,6 sur 20."
28,Jacques Amyot,Melun,10,LSS (ou B/L),"Cet établissement public a présenté 16 candidats en LSS (ou B/L) en 2023. Leur moyenne au bac est estimée à 14,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Inseec : 1"
1,Sainte-Geneviève,Versailles,20,MP,"Cet établissement privé a présenté 116 candidats en MP en 2023. Leur moyenne au bac est estimée à 19,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 4
	- ENS Paris-Saclay : 1
	- Ecole polytechnique : 44
	- Mines Paris : 5
	- CentraleSupélec : 23
	- Ponts ParisTech : 6
	- Télécom Paris : 2
	- Ecole centrale de Lyon : 4
	- Isae-Supaero : 1
	- Ensae : 3
	- Centrale Nantes : 3
	- Ecole centrale de Lille : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 2
	- ESTP : 1
	- Centrale Méditerranée : 2"
2,Aux Lazaristes,Lyon 5e,"18,6",MP,"Cet établissement privé a présenté 31 candidats en MP en 2023. Leur moyenne au bac est estimée à 18,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ecole polytechnique : 6
	- Mines Paris : 3
	- CentraleSupélec : 7
	- Ponts ParisTech : 1
	- Télécom Paris : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 1
	- Ensae : 2
	- Ecole centrale de Lille : 1
	- ESTP : 1"
