Rang,Etablissement,Commune,Note,Filière,Texte
56,César Baggio,Lille,"11,1",PSI,"{'Ensae': 1, 'Enac': 1, 'Enseeiht': 1, 'Arts et Métiers': 5, 'ESTP': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2}"
56,François 1er,Fontainebleau,"11,1",PSI,"{'Isae-Supaero': 1, 'Ecole centrale de Lille': 1, 'Enac': 1, 'Phelma': 1, 'Arts et Métiers': 4, 'ESM Saint-Cyr': 1}"
56,Gustave Eiffel,Bordeaux,"11,1",PSI,"{'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'Centrale Nantes': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 1, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 4, 'Arts et Métiers': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1, 'ESM Saint-Cyr': 1, 'Ecole Navale': 1, ""Ecole de l'Air et de l'Espace"": 1}"
60,Jean Jaurès,Argenteuil,11,PSI,"{'Télécom SudParis': 1, 'ESTP': 3}"
60,Lapérouse,Albi,11,PSI,"{'Centrale Nantes': 1, 'Enac': 1, 'Enseeiht': 2, 'Arts et Métiers': 1}"
60,Lycée international de Valbonne,Sophia Antipolis,11,PSI,"{'Phelma': 2, 'Arts et Métiers': 2, 'ESTP': 3, 'Centrale Méditerranée': 1}"
60,Raspail,Paris 14e,11,PSI,"{'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'Centrale Méditerranée': 1}"
60,Saint-Stanislas,Nantes,11,PSI,"{'Ecole centrale de Lyon': 1, 'Ecole centrale de Lille': 1, 'Enseeiht': 1, 'Arts et Métiers': 1, 'ESTP': 2, 'Centrale Méditerranée': 1}"
60,Victor Hugo,Caen,11,PSI,"{'Enac': 1, 'Arts et Métiers': 1, 'ESTP': 6, 'ESM Saint-Cyr': 1, ""Ecole de l'Air et de l'Espace"": 1}"
60,Victor Hugo,Besançon,11,PSI,"{'Ecole centrale de Lille': 1, 'Enac': 2, 'Enseeiht': 1, 'Arts et Métiers': 2, 'Centrale Méditerranée': 1}"
67,Claude Bernard,Paris 16e,"10,9",PSI,"{'CentraleSupélec': 1, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Ensimag': 1, 'Arts et Métiers': 1, 'ESTP': 7, ""Ecole de l'Air et de l'Espace"": 1}"
67,L'Essouriau,Les Ulis,"10,9",PSI,"{'Enac': 1, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'ESTP': 1}"
67,Saint-Benoît,Angers,"10,9",PSI,"{'Centrale Nantes': 1, 'IMT Atlantique': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'ESM Saint-Cyr': 1}"
70,La Fayette,Clermont-Ferrand,"10,8",PSI,"{'CentraleSupélec': 1, 'Phelma': 1, 'Enseeiht': 1}"
70,Stanislas,Cannes,"10,8",PSI,"{'IMT Atlantique': 1, 'Phelma': 2, 'Arts et Métiers': 1, ""Ecole de l'Air et de l'Espace"": 1}"
72,Baimbridge,Les Abymes,"10,7",PSI,"{'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'ESTP': 3}"
72,Camille Vernet,Valence,"10,7",PSI,"{'Phelma': 1, 'Centrale Méditerranée': 2}"
72,Jean Perrin,Lyon 9e,"10,7",PSI,"{'Isae-Supaero': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'Centrale Méditerranée': 1}"
72,Montesquieu,Le Mans,"10,7",PSI,"{'Isae-Supaero': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'Ensta Bretagne': 1}"
72,Pothier,Orléans,"10,7",PSI,"{'Ecole centrale de Lyon': 1, 'Enac': 1, 'Arts et Métiers': 3, 'ESTP': 3}"
77,Albert Schweitzer,Le Raincy,"10,6",PSI,"{'Arts et Métiers': 1, 'ESTP': 2, 'Centrale Méditerranée': 2}"
77,Henri Moissan,Meaux,"10,6",PSI,"{'Arts et Métiers': 2, 'ESTP': 2}"
79,Arsonval,Saint-Maur-des-Fossés,"10,5",PSI,"{'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'ESTP': 2}"
79,Dumont d'Urville,Toulon,"10,5",PSI,"{'Centrale Nantes': 1, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 1}"
79,François Rabelais,Saint-Brieuc,"10,5",PSI,"{'ESTP': 2, 'Ensta Bretagne': 1}"
79,Henri Bergson,Angers,"10,5",PSI,"{'Enseeiht': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'Centrale Méditerranée': 1}"
79,Les Eucalyptus,Nice,"10,5",PSI,"{'Phelma': 1, 'Enseeiht': 1, 'ESTP': 3}"
84,Alphonse Daudet,Nîmes,"10,4",PSI,"{'Enac': 2, 'Phelma': 1, 'ESTP': 1}"
84,Camille Guérin,Poitiers,"10,4",PSI,"{'Enseeiht': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 2}"
84,Jean Bart,Dunkerque,"10,4",PSI,"{'Enseeiht': 1, 'Arts et Métiers': 1, 'ESM Saint-Cyr': 1}"
84,Jean Dautet,La Rochelle,"10,4",PSI,"{'Phelma': 1, 'Arts et Métiers': 2}"
84,Louis Thuillier,Amiens,"10,4",PSI,{'CentraleSupélec': 1}
84,Vauban,Brest,"10,4",PSI,"{'Centrale Nantes': 1, 'Enac': 2, 'Ensta Bretagne': 1}"
90,Parc des Loges,Evry,"10,3",PSI,{'Centrale Méditerranée': 2}
91,Albert Schweitzer,Mulhouse,"10,2",PSI,{'Arts et Métiers': 1}
91,Aristide Briand,Evreux,"10,2",PSI,{'Arts et Métiers': 1}
91,Auguste Brizeux,Quimper,"10,2",PSI,{'Enseeiht': 1}
91,Chrestien de Troyes,Troyes,"10,2",PSI,{'ESTP': 1}
91,Condorcet,Montreuil,"10,2",PSI,{'Arts et Métiers': 1}
91,Franklin Roosevelt,Reims,"10,2",PSI,"{'Enac': 1, 'Phelma': 1, 'Arts et Métiers': 1, 'ESM Saint-Cyr': 1}"
91,Frédéric Mistral,Avignon,"10,2",PSI,{'ESTP': 2}
91,Louis Barthou,Pau,"10,2",PSI,"{'Enseeiht': 1, 'Arts et Métiers': 1}"
91,ORT,Strasbourg,"10,2",PSI,{'Enseeiht': 1}
91,Roland Garros,Le Tampon,"10,2",PSI,{'Enseeiht': 1}
91,Saint-Denis,Annonay,"10,2",PSI,{'ESTP': 1}
91,Saint-Joseph Pierre Rouge,Montferrier-sur-Lez,"10,2",PSI,{'ESTP': 1}
91,Vaugelas,Chambéry,"10,2",PSI,"{'Phelma': 1, ""Ecole de l'Air et de l'Espace"": 1}"
104,Assomption,Retiers,"10,1",PSI,{'Arts et Métiers': 1}
104,Etienne Mimard,Saint-Etienne,"10,1",PSI,{'ESTP': 1}
104,Gustave Eiffel,Dijon,"10,1",PSI,{'ESTP': 1}
104,Urbain Mongazon,Angers,"10,1",PSI,{'Arts et Métiers': 1}
108,Bellevue,Fort-de-France,10,PSI,{}
108,Frédéric Ozanam,Lille,10,PSI,{}
108,Jean XXIII,Montigny-lès-Metz,10,PSI,{}
108,La Croix Rouge La Salle,Brest,10,PSI,{}
108,La Salle,Lille,10,PSI,{}
108,Les Chartreux,Lyon 1er,10,PSI,{}
108,Louis Couffignal,Strasbourg,10,PSI,{}
108,Léon-Gontran Damas,Remire-Montjoly,10,PSI,{}
108,Paul Eluard,Saint-Denis,10,PSI,{}
108,Raoul Follereau,Belfort,10,PSI,{}
108,Robespierre,Arras,10,PSI,{}
108,Saint-Etienne,Strasbourg,10,PSI,{}
108,Saint-Joseph La Cordeille,Ollioules,10,PSI,{}
108,Sainte-Anne,Brest,10,PSI,{}
108,Younoussa Bamana,Mamoudzou,10,PSI,{}
1,Jean-Baptiste Say,Paris 16e,20,PT,"{'ENS Paris-Saclay': 7, 'Ecole polytechnique': 4, 'Mines Paris': 1, 'CentraleSupélec': 7, 'Télécom Paris': 1, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 4, 'Isae-Supaero': 2, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Ensimag': 1, 'Arts et Métiers': 9, 'ESTP': 1}"
2,Sainte-Geneviève,Versailles,"18,7",PT,"{'ENS Paris-Saclay': 1, 'ENS Rennes': 1, 'Ecole polytechnique': 2, 'Mines Paris': 2, 'CentraleSupélec': 7, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'Arts et Métiers': 14}"
3,La Salle Passy Buzenval,Rueil-Malmaison,"17,6",PT,"{'ENS Rennes': 1, 'Mines Paris': 2, 'CentraleSupélec': 8, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lille': 1, 'Mines Nancy': 1, 'Arts et Métiers': 16, 'ESTP': 1}"
4,Louis Lachenal,Argonay,"16,9",PT,"{'ENS Paris-Saclay': 3, 'Ecole polytechnique': 1, 'CentraleSupélec': 1, 'Ponts ParisTech': 5, 'Isae-Supaero': 2, 'Ecole centrale de Lille': 2, 'Mines Nancy': 1, 'Arts et Métiers': 15, 'ESTP': 1, 'Ensta Bretagne': 1}"
5,Jules Ferry,Versailles,"15,6",PT,"{'ENS Paris-Saclay': 2, 'CentraleSupélec': 10, 'Télécom Paris': 1, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 4, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 1, 'Ensimag': 2, 'Arts et Métiers': 46, 'ESTP': 1}"
6,Lycée de Cachan,Cachan,"14,7",PT,"{'ENS Paris-Saclay': 3, 'Ecole polytechnique': 1, 'CentraleSupélec': 1, 'Enac': 1, 'Phelma': 3, 'Arts et Métiers': 18, 'ESTP': 3}"
7,La Martinière Monplaisir,Lyon 8e,"14,6",PT,"{'ENS Paris-Saclay': 2, 'Ecole polytechnique': 1, 'CentraleSupélec': 7, 'Ensta Paris': 4, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Ensimag': 2, 'Phelma': 3, 'Télécom SudParis': 1, 'Arts et Métiers': 24, 'ESTP': 1, 'Ensta Bretagne': 6}"
8,Déodat de Séverac,Toulouse,"14,2",PT,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 1, 'CentraleSupélec': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 1, 'Ensimag': 2, 'Enseeiht': 2, 'Arts et Métiers': 11, 'ESTP': 4}"
9,Henri Loritz,Nancy,14,PT,"{'ENS Paris-Saclay': 2, 'Isae-Supaero': 1, 'Arts et Métiers': 15, 'ESTP': 2}"
10,Joliot-Curie,Rennes,"13,8",PT,"{'ENS Paris-Saclay': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Arts et Métiers': 19, 'ESTP': 2, 'Ensta Bretagne': 1}"
11,Vauvenargues,Aix-en-Provence,"13,6",PT,"{'ENS Paris-Saclay': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Phelma': 3, 'Enseeiht': 1, 'Arts et Métiers': 38, 'ESTP': 4}"
12,Newton,Clichy,"13,5",PT,"{'ENS Paris-Saclay': 1, 'CentraleSupélec': 1, 'Arts et Métiers': 19, 'ESTP': 1}"
13,Gustave Eiffel,Bordeaux,"13,3",PT,"{'ENS Paris-Saclay': 4, 'CentraleSupélec': 5, 'Ponts ParisTech': 1, 'Ecole centrale de Lyon': 2, 'IMT Atlantique': 1, 'Arts et Métiers': 24, 'Ensta Bretagne': 1}"
14,Livet,Nantes,"13,2",PT,"{'Ecole centrale de Lyon': 1, 'IMT Atlantique': 1, 'Enseeiht': 1, 'Arts et Métiers': 32, 'ESTP': 5, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3}"
15,Chaptal,Paris 8e,"13,1",PT,"{'ENS Paris-Saclay': 2, 'Ensta Paris': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 1, 'Ensimag': 2, 'Phelma': 1, 'Arts et Métiers': 9}"
16,Raspail,Paris 14e,"12,7",PT,"{'IMT Atlantique': 1, 'Arts et Métiers': 24, 'ESTP': 11, 'Ensta Bretagne': 1}"
17,Etienne Mimard,Saint-Etienne,"12,5",PT,"{'Ecole centrale de Lyon': 1, 'IMT Atlantique': 1, 'Phelma': 1, 'Arts et Métiers': 12}"
17,Jean Perrin,Marseille 10e,"12,5",PT,"{'ENS Paris-Saclay': 2, 'ENS Rennes': 2, 'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 16}"
19,Ferdinand Buisson,Voiron,"12,4",PT,"{'ENS Paris-Saclay': 1, 'Ensta Paris': 1, 'Ensimag': 1, 'Phelma': 3, 'Enseeiht': 1, 'Arts et Métiers': 5}"
19,Gabriel Touchard - Washington,Le Mans,"12,4",PT,"{'Centrale Nantes': 1, 'Arts et Métiers': 9, 'ESTP': 1}"
19,Marie Curie,Nogent-sur-Oise,"12,4",PT,"{'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Arts et Métiers': 9, 'ESTP': 5}"
19,Paul Constans,Montluçon,"12,4",PT,"{'Ecole centrale de Lyon': 1, 'Arts et Métiers': 4, 'ESTP': 1, 'Ensta Bretagne': 1}"
23,Jules Renard,Nevers,"12,3",PT,"{'Arts et Métiers': 4, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
24,Alain-René Lesage,Vannes,"12,2",PT,{'Arts et Métiers': 8}
24,Jacques de Vaucanson,Tours,"12,2",PT,"{'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Enseeiht': 2, 'Arts et Métiers': 11}"
26,Rouvière,Toulon,"12,1",PT,"{'CentraleSupélec': 2, 'Mines Nancy': 1, 'Arts et Métiers': 5}"
27,Bourdelle,Montauban,12,PT,"{'ENS Paris-Saclay': 1, 'Phelma': 1, 'Arts et Métiers': 6, 'ESTP': 1}"
27,Dumont d'Urville - Laplace,Caen,12,PT,"{'Télécom SudParis': 1, 'Arts et Métiers': 5, 'Ensta Bretagne': 3}"
29,Vaucanson,Grenoble,"11,7",PT,"{'ENS Paris-Saclay': 1, 'Ecole centrale de Lyon': 1, 'Phelma': 1, 'Enseeiht': 1, 'Arts et Métiers': 12, 'ESTP': 1}"
30,La Croix Rouge La Salle,Brest,"11,6",PT,"{'ENS Rennes': 1, 'Ecole centrale de Lille': 1, 'Arts et Métiers': 3, 'ESTP': 1}"
31,Laetitia Bonaparte,Ajaccio,"11,5",PT,"{'CentraleSupélec': 1, 'Enseeiht': 1, 'ESTP': 1}"
31,Louis Couffignal,Strasbourg,"11,5",PT,"{'CentraleSupélec': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 1, 'Enseeiht': 1, 'Arts et Métiers': 11, 'ESTP': 1}"
33,Chevrollier,Angers,"11,4",PT,"{'Centrale Nantes': 2, 'Arts et Métiers': 7, 'ESTP': 1}"
33,Gustave Eiffel,Dijon,"11,4",PT,"{'Ecole centrale de Lyon': 1, 'IMT Atlantique': 1, 'Arts et Métiers': 6, 'ESTP': 2}"
33,Gustave Eiffel,Armentières,"11,4",PT,"{'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'Ensta Paris': 1, 'Arts et Métiers': 7}"
33,Jean Mermoz,Montpellier,"11,4",PT,"{'ENS Paris-Saclay': 1, 'IMT Atlantique': 1, 'Arts et Métiers': 8}"
33,Saint-Aubin La Salle,Verrières-en-Anjou,"11,4",PT,"{'Enac': 1, 'Ensimag': 1, 'Arts et Métiers': 2}"
33,Turgot,Limoges,"11,4",PT,"{'ENS Paris-Saclay': 1, 'Arts et Métiers': 5, 'ESTP': 1}"
39,Blaise Pascal,Rouen,"11,3",PT,"{'ENS Rennes': 1, 'Arts et Métiers': 7}"
40,César Baggio,Lille,"11,2",PT,"{'ENS Paris-Saclay': 1, 'Arts et Métiers': 8}"
41,Les Eucalyptus,Nice,"11,1",PT,"{'Arts et Métiers': 11, 'ESTP': 4}"
41,Nelson Mandela,Poitiers,"11,1",PT,"{'ENS Rennes': 1, 'Arts et Métiers': 3}"
43,Dhuoda,Nîmes,11,PT,{'Arts et Métiers': 5}
43,Jean Dupuy,Tarbes,11,PT,"{'ENS Paris-Saclay': 1, 'Arts et Métiers': 3}"
43,Louis de Cormontaigne,Metz,11,PT,{'Arts et Métiers': 2}
43,Vauban,Brest,11,PT,"{'Arts et Métiers': 3, 'ESTP': 2}"
47,Benjamin Franklin,Orléans,"10,8",PT,"{'Arts et Métiers': 3, 'ESTP': 1}"
48,Caroline Dorian,Paris 11e,"10,7",PT,"{'Arts et Métiers': 2, 'ESTP': 1}"
48,Parc de Vilgénis,Massy,"10,7",PT,"{'Arts et Métiers': 1, 'ESTP': 3}"
50,Jules Haag,Besançon,"10,6",PT,"{'Arts et Métiers': 2, 'ESTP': 1}"
50,La Prat's,Cluny,"10,6",PT,"{'Phelma': 1, 'Arts et Métiers': 2}"
50,Voltaire,Paris 11e,"10,6",PT,"{'Arts et Métiers': 2, 'ESTP': 1}"
53,Le Corbusier,Aubervilliers,"10,4",PT,{'ESTP': 1}
53,Niepce - Balleure,Chalon-sur-Saône,"10,4",PT,{'Arts et Métiers': 2}
53,Pierre de Coubertin,Meaux,"10,4",PT,{'Arts et Métiers': 1}
56,Franklin Roosevelt,Reims,"10,3",PT,{'Arts et Métiers': 1}
56,La Fayette,Champagne-sur-Seine,"10,3",PT,{'ESTP': 1}
56,Lycée de l'Europe,Dunkerque,"10,3",PT,{'Arts et Métiers': 1}
59,Aux Lazaristes,Lyon 5e,"10,2",PT,"{'IMT Atlantique': 1, 'Phelma': 1, 'Arts et Métiers': 3}"
59,Lislet Geoffroy,Saint-Denis,"10,2",PT,{'Arts et Métiers': 1}
59,Schuman - Perret,Le Havre,"10,2",PT,{'Arts et Métiers': 1}
62,Saint-Joseph La Salle,Toulouse,"10,1",PT,{'ESTP': 2}
63,Charles Coeffin,Baie-Mahault,10,PT,{}
63,Frédéric Ozanam,Lille,10,PT,{}
63,Langevin - Wallon,Champigny-sur-Marne,10,PT,{}
63,Raoul Follereau,Belfort,10,PT,{}
63,Saint-Joseph La Joliverie,Saint-Sébastien-sur-Loire,10,PT,{}
63,Saint-Léon,Corbeil-Essonnes,10,PT,{}
1,Aux Lazaristes,Lyon 5e,20,TSI,"{'Mines Paris': 2, 'CentraleSupélec': 1, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'Phelma': 2, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'ESTP': 2, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
2,Jules Ferry,Versailles,"19,3",TSI,"{'CentraleSupélec': 4, 'Télécom SudParis': 1, 'ESTP': 6}"
3,Benjamin Franklin,Orléans,"16,2",TSI,"{'ENS Paris-Saclay': 1, 'Arts et Métiers': 3, 'ESTP': 6}"
4,Gustave Eiffel,Dijon,16,TSI,"{'CentraleSupélec': 2, 'Ensta Paris': 3, 'Enseeiht': 1, 'ESTP': 3}"
5,Léonce Vieljeux,La Rochelle,"15,2",TSI,"{'Ecole polytechnique': 1, 'CentraleSupélec': 1, 'Ecole centrale de Lyon': 1, 'Phelma': 1, 'Arts et Métiers': 2, 'ESTP': 1}"
5,Richelieu,Rueil-Malmaison,"15,2",TSI,"{'CentraleSupélec': 1, 'Arts et Métiers': 2, 'ESTP': 6}"
7,Gabriel Touchard - Washington,Le Mans,"14,5",TSI,"{'CentraleSupélec': 1, 'Ecole centrale de Lyon': 1, 'Arts et Métiers': 1}"
8,Raspail,Paris 14e,"14,1",TSI,"{'CentraleSupélec': 2, 'Arts et Métiers': 1, 'ESTP': 1}"
8,Saint-Nicolas,Paris 6e,"14,1",TSI,"{'CentraleSupélec': 2, 'ESTP': 2}"
10,Louis Rascol,Albi,"13,2",TSI,"{'Ecole polytechnique': 1, 'CentraleSupélec': 1, 'Centrale Méditerranée': 1}"
11,La Fayette,Clermont-Ferrand,"12,9",TSI,"{'Mines Nancy': 1, 'Arts et Métiers': 1, 'Centrale Méditerranée': 1}"
12,Aristide Briand,Saint-Nazaire,"12,5",TSI,"{'ENS Paris-Saclay': 1, 'Centrale Nantes': 1, 'Arts et Métiers': 1}"
13,Jean-Baptiste Dumas,Alès,"12,3",TSI,"{'Ecole centrale de Lyon': 1, 'Arts et Métiers': 1}"
14,Chaptal,Saint-Brieuc,"12,2",TSI,"{'Ensta Paris': 1, 'Centrale Nantes': 1, 'Arts et Métiers': 2}"
14,Georges Cabanis,Brive-la-Gaillarde,"12,2",TSI,"{'CentraleSupélec': 1, 'Arts et Métiers': 1}"
16,Marcel Sembat,Sotteville-lès-Rouen,"11,9",TSI,"{'CentraleSupélec': 2, 'Arts et Métiers': 1}"
17,Edouard Branly,Lyon 5e,"11,8",TSI,"{'Ecole centrale de Lille': 1, 'Arts et Métiers': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
18,Amiral Pierre Bouvet,Saint-Benoît,"11,7",TSI,{'ESTP': 2}
18,Germaine Tillion,Montbéliard,"11,7",TSI,"{'Ecole centrale de Lyon': 1, 'Enseeiht': 1}"
20,Louis Thuillier,Amiens,"11,5",TSI,{'ESTP': 2}
20,Monge,Chambéry,"11,5",TSI,"{'Ecole centrale de Lille': 1, 'Phelma': 1, 'Arts et Métiers': 1, 'Centrale Méditerranée': 1}"
20,Robert Doisneau,Corbeil-Essonnes,"11,5",TSI,{'ESTP': 3}
23,Blaise Pascal,Colmar,"11,4",TSI,{'ESTP': 1}
24,Jean Perrin,Saint-Ouen-l'Aumône,"11,3",TSI,{'ESTP': 2}
24,Saint-Cricq,Pau,"11,3",TSI,"{'Arts et Métiers': 1, 'ESTP': 2}"
26,Lycée du Hainaut,Valenciennes,"11,1",TSI,"{'Arts et Métiers': 1, 'ESTP': 1}"
27,Etienne Mimard,Saint-Etienne,11,TSI,"{'Arts et Métiers': 1, 'Centrale Méditerranée': 1}"
27,Heinrich - Nessel,Haguenau,11,TSI,{'ESTP': 2}
29,Saint-Joseph La Salle,Lorient,"10,8",TSI,{'CentraleSupélec': 1}
30,Emmanuel d'Alzon,Nîmes,"10,7",TSI,{'ESTP': 1}
31,Henri Parriat,Montceau-les-Mines,"10,6",TSI,{'ESTP': 1}
31,Jules Ferry,Cannes,"10,6",TSI,{'Arts et Métiers': 1}
33,Pierre-Paul Riquet,Saint-Orens-de-Gameville,"10,5",TSI,{'Arts et Métiers': 1}
34,Antonin Artaud,Marseille 13e,10,TSI,{}
34,Colbert,Tourcoing,10,TSI,{}
34,Irène et Frédéric Joliot-Curie,Sète,10,TSI,{}
34,Joseph Gaillard,Fort-de-France,10,TSI,{}
34,Le Corbusier,Aubervilliers,10,TSI,{}
34,Les Lombards,Troyes,10,TSI,{}
34,Louis Vincent,Metz,10,TSI,{}
34,Lycée de Cachan,Cachan,10,TSI,{}
34,Pierre de Coubertin,Meaux,10,TSI,{}
34,Rouvière,Toulon,10,TSI,{}
